production-class,test-method,entropy
org.gudy.azureus2.pluginsimpl.local.sharing.ShareManagerImpl,test25,1.3862943611198906
org.gudy.azureus2.pluginsimpl.local.sharing.ShareManagerImpl,test26,1.3030924037617193
org.gudy.azureus2.pluginsimpl.local.sharing.ShareManagerImpl,test27,1.3862943611198906
org.gudy.azureus2.pluginsimpl.local.sharing.ShareManagerImpl,test28,1.0735428464085233
org.gudy.azureus2.pluginsimpl.local.sharing.ShareManagerImpl,test29,1.7917594692280547
org.gudy.azureus2.pluginsimpl.local.sharing.ShareManagerImpl,test30,2.8782183066708504
org.gudy.azureus2.pluginsimpl.local.sharing.ShareManagerImpl,test31,2.3046193848206715
org.gudy.azureus2.pluginsimpl.local.sharing.ShareManagerImpl,test32,2.2718685126965625
org.gudy.azureus2.pluginsimpl.local.sharing.ShareManagerImpl,test33,2.3933121229745242
org.gudy.azureus2.pluginsimpl.local.sharing.ShareManagerImpl,test34,2.648438334546311
weka.clusterers.MakeDensityBasedClusterer,test00,1.3862943611198906
weka.clusterers.MakeDensityBasedClusterer,test01,0.6931471805599453
weka.clusterers.MakeDensityBasedClusterer,test02,0.6931471805599453
weka.clusterers.MakeDensityBasedClusterer,test03,1.3862943611198906
weka.clusterers.MakeDensityBasedClusterer,test04,0.6931471805599453
weka.clusterers.MakeDensityBasedClusterer,test05,2.1972245773362196
weka.clusterers.MakeDensityBasedClusterer,test06,0.6931471805599453
weka.clusterers.MakeDensityBasedClusterer,test07,2.0794415416798357
weka.clusterers.MakeDensityBasedClusterer,test08,0.6931471805599453
weka.clusterers.MakeDensityBasedClusterer,test09,1.0986122886681096
weka.clusterers.MakeDensityBasedClusterer,test10,0.6931471805599453
weka.clusterers.MakeDensityBasedClusterer,test11,1.0397207708399179
weka.clusterers.MakeDensityBasedClusterer,test12,2.0794415416798357
weka.clusterers.MakeDensityBasedClusterer,test13,0.5140966973399504
weka.clusterers.MakeDensityBasedClusterer,test14,1.6094379124341005
weka.clusterers.MakeDensityBasedClusterer,test15,0.3421507479335112
weka.clusterers.MakeDensityBasedClusterer,test16,1.3862943611198906
weka.clusterers.MakeDensityBasedClusterer,test17,1.3862943611198906
com.liferay.portlet.journal.util.JournalUtil,test00,1.3862943611198906
com.liferay.portlet.journal.util.JournalUtil,test01,0.6931471805599453
com.liferay.portlet.journal.util.JournalUtil,test02,0.6931471805599453
com.liferay.portlet.journal.util.JournalUtil,test03,-0.0
com.liferay.portlet.journal.util.JournalUtil,test04,0.6931471805599453
com.liferay.portlet.journal.util.JournalUtil,test05,-0.0
com.liferay.portlet.journal.util.JournalUtil,test06,-0.0
com.liferay.portlet.journal.util.JournalUtil,test07,-0.0
com.liferay.portlet.journal.util.JournalUtil,test08,0.6931471805599453
com.liferay.portlet.journal.util.JournalUtil,test09,0.6931471805599453
com.liferay.portlet.journal.util.JournalUtil,test10,-0.0
com.liferay.portlet.journal.util.JournalUtil,test11,-0.0
com.liferay.portlet.journal.util.JournalUtil,test12,-0.0
com.liferay.portlet.journal.util.JournalUtil,test13,-0.0
com.liferay.portlet.journal.util.JournalUtil,test14,-0.0
com.liferay.portlet.journal.util.JournalUtil,test15,-0.0
com.liferay.portlet.journal.util.JournalUtil,test16,-0.0
com.liferay.portlet.journal.util.JournalUtil,test17,-0.0
com.liferay.portlet.journal.util.JournalUtil,test18,-0.0
com.liferay.portlet.journal.util.JournalUtil,test19,-0.0
com.liferay.portlet.journal.util.JournalUtil,test20,0.6931471805599453
com.liferay.portlet.journal.util.JournalUtil,test21,-0.0
com.liferay.portlet.journal.util.JournalUtil,test22,-0.0
com.liferay.portlet.journal.util.JournalUtil,test23,0.6931471805599453
com.liferay.portlet.journal.util.JournalUtil,test24,-0.0
com.liferay.portlet.journal.util.JournalUtil,test25,-0.0
com.liferay.portlet.journal.util.JournalUtil,test26,0.6931471805599453
com.liferay.portlet.journal.util.JournalUtil,test27,-0.0
com.liferay.portlet.journal.util.JournalUtil,test28,-0.0
com.liferay.portlet.journal.util.JournalUtil,test29,-0.0
com.liferay.portlet.journal.util.JournalUtil,test30,-0.0
com.liferay.portlet.journal.util.JournalUtil,test31,1.0986122886681096
com.liferay.portlet.journal.util.JournalUtil,test32,0.6931471805599453
com.liferay.portlet.journal.util.JournalUtil,test33,-0.0
com.liferay.portlet.journal.util.JournalUtil,test34,-0.0
com.liferay.portlet.journal.util.JournalUtil,test35,-0.0
com.liferay.portlet.journal.util.JournalUtil,test36,-0.0
com.liferay.portlet.journal.util.JournalUtil,test37,-0.0
com.liferay.portlet.journal.util.JournalUtil,test38,-0.0
com.liferay.portlet.journal.util.JournalUtil,test39,-0.0
com.liferay.portlet.journal.util.JournalUtil,test40,-0.0
com.liferay.portlet.journal.util.JournalUtil,test41,-0.0
com.liferay.portlet.journal.util.JournalUtil,test42,1.0986122886681096
com.liferay.portlet.journal.util.JournalUtil,test43,-0.0
com.liferay.portlet.journal.util.JournalUtil,test44,-0.0
com.liferay.portlet.journal.util.JournalUtil,test45,-0.0
com.liferay.portlet.journal.util.JournalUtil,test46,0.6365141682948128
com.liferay.portlet.journal.util.JournalUtil,test47,-0.0
com.liferay.portlet.journal.util.JournalUtil,test48,-0.0
com.liferay.portlet.journal.util.JournalUtil,test49,0.6931471805599453
com.liferay.portlet.journal.util.JournalUtil,test50,-0.0
com.liferay.portlet.journal.util.JournalUtil,test51,-0.0
com.liferay.portlet.journal.util.JournalUtil,test52,-0.0
com.liferay.portlet.journal.util.JournalUtil,test53,-0.0
com.liferay.portlet.journal.util.JournalUtil,test54,-0.0
com.liferay.portlet.journal.util.JournalUtil,test55,-0.0
com.liferay.portlet.journal.util.JournalUtil,test56,-0.0
com.liferay.portlet.journal.util.JournalUtil,test57,-0.0
com.liferay.portlet.journal.util.JournalUtil,test58,-0.0
com.liferay.portlet.journal.util.JournalUtil,test59,-0.0
com.liferay.portlet.journal.util.JournalUtil,test60,-0.0
com.liferay.portlet.journal.util.JournalUtil,test61,-0.0
com.liferay.portlet.journal.util.JournalUtil,test62,-0.0
weka.experiment.PairedTTester,test00,2.0794415416798357
weka.experiment.PairedTTester,test01,3.1354942159291497
weka.experiment.PairedTTester,test02,2.0794415416798357
weka.experiment.PairedTTester,test03,2.772588722239781
weka.experiment.PairedTTester,test04,1.3862943611198906
weka.experiment.PairedTTester,test05,1.3862943611198906
weka.experiment.PairedTTester,test06,1.3862943611198906
weka.experiment.PairedTTester,test07,1.3862943611198906
weka.experiment.PairedTTester,test08,1.7917594692280547
weka.experiment.PairedTTester,test09,1.0986122886681096
weka.experiment.PairedTTester,test10,1.945910149055313
weka.experiment.PairedTTester,test11,1.0986122886681096
weka.experiment.PairedTTester,test12,1.6094379124341005
weka.experiment.PairedTTester,test13,1.9913464134109882
weka.experiment.PairedTTester,test14,1.3862943611198906
weka.experiment.PairedTTester,test15,1.6094379124341005
weka.experiment.PairedTTester,test16,2.7516666169315167
weka.experiment.PairedTTester,test17,2.6806617236749397
weka.experiment.PairedTTester,test18,1.7325520881169432
weka.experiment.PairedTTester,test19,1.3862943611198906
weka.experiment.PairedTTester,test20,2.7184734013300127
weka.experiment.PairedTTester,test21,1.0986122886681096
weka.experiment.PairedTTester,test22,1.945910149055313
weka.experiment.PairedTTester,test23,2.1383794616756426
weka.experiment.PairedTTester,test24,1.945910149055313
weka.experiment.PairedTTester,test25,2.8133554045006157
weka.experiment.PairedTTester,test26,2.1383794616756426
weka.experiment.PairedTTester,test27,1.7325520881169432
weka.experiment.PairedTTester,test28,2.2102535776209735
weka.experiment.PairedTTester,test29,1.0986122886681096
weka.experiment.PairedTTester,test30,0.9502705392332347
weka.experiment.PairedTTester,test31,1.4750763110546947
weka.experiment.PairedTTester,test32,2.215437017792373
weka.experiment.PairedTTester,test33,2.1921778535389524
weka.experiment.PairedTTester,test34,2.3025850929940455
weka.experiment.PairedTTester,test35,2.1639556568820564
weka.experiment.PairedTTester,test36,2.390174224432987
weka.experiment.PairedTTester,test37,2.2703633171179463
weka.experiment.PairedTTester,test38,2.022808529414704
weka.experiment.PairedTTester,test39,2.80172383289564
weka.experiment.PairedTTester,test40,1.945910149055313
weka.experiment.PairedTTester,test41,2.5037335882561296
weka.experiment.PairedTTester,test42,2.2275247137250096
weka.experiment.PairedTTester,test43,1.8310204811135162
weka.experiment.PairedTTester,test44,2.0431918705451206
weka.experiment.PairedTTester,test45,2.741680251140301
weka.experiment.PairedTTester,test46,2.4587104622927063
weka.experiment.PairedTTester,test47,2.6142898133750685
weka.experiment.PairedTTester,test48,1.7999587982097305
weka.experiment.PairedTTester,test49,2.720198061069483
weka.experiment.PairedTTester,test50,2.496738211036999
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test00,1.7917594692280547
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test01,1.3862943611198906
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test02,1.6094379124341005
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test03,1.945910149055313
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test04,1.945910149055313
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test05,1.5607104090414063
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test06,1.0986122886681096
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test07,1.7917594692280547
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test08,1.0986122886681096
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test09,1.945910149055313
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test10,1.6094379124341005
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test11,1.7917594692280547
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test12,0.6931471805599453
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test13,1.3862943611198906
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test14,1.0986122886681096
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test15,1.3862943611198906
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test16,2.0794415416798357
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test17,1.6094379124341005
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test18,1.6094379124341005
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test19,0.6931471805599453
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test20,1.0986122886681096
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test21,1.0986122886681096
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test22,1.3862943611198906
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test23,2.1639556568820564
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test24,1.0986122886681096
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test25,1.6094379124341005
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test26,1.945910149055313
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test27,1.0986122886681096
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test28,1.5607104090414063
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test29,1.6957425341696346
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test30,2.0431918705451206
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test31,2.4410152780267027
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test32,1.6674619334292948
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test33,1.4750763110546947
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test34,1.5498260458782016
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test35,1.9915093613566137
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,test36,2.2418923529297303
com.liferay.portal.service.impl.GroupServiceImpl,test00,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test01,1.0986122886681096
com.liferay.portal.service.impl.GroupServiceImpl,test02,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test03,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test04,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test05,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test06,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test07,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test08,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test09,1.0986122886681096
com.liferay.portal.service.impl.GroupServiceImpl,test10,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test11,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test12,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test13,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test14,1.0986122886681096
com.liferay.portal.service.impl.GroupServiceImpl,test15,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test16,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test17,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test18,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test19,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test20,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test21,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test22,0.6931471805599453
com.liferay.portal.service.impl.GroupServiceImpl,test23,0.6931471805599453
weka.estimators.CheckEstimator,test00,2.0794415416798357
weka.estimators.CheckEstimator,test01,1.6453483530817465
weka.estimators.CheckEstimator,test02,1.242453324894
weka.estimators.CheckEstimator,test03,1.0986122886681096
weka.estimators.CheckEstimator,test04,2.1496070846975623
weka.estimators.CheckEstimator,test05,-0.0
weka.estimators.CheckEstimator,test06,1.15374194270109
weka.estimators.CheckEstimator,test07,2.593372795445466
weka.estimators.CheckEstimator,test08,2.5649493574615376
weka.estimators.CheckEstimator,test09,2.388209223164952
weka.estimators.CheckEstimator,test10,1.0986122886681096
weka.estimators.CheckEstimator,test11,0.6931471805599453
weka.estimators.CheckEstimator,test12,0.6931471805599453
weka.estimators.CheckEstimator,test13,2.424690360884648
weka.estimators.CheckEstimator,test14,0.6931471805599453
weka.estimators.CheckEstimator,test15,2.3152098139135626
weka.estimators.CheckEstimator,test16,1.3862943611198906
weka.estimators.CheckEstimator,test17,2.8444024508651222
weka.estimators.CheckEstimator,test18,2.4932975843170073
weka.estimators.CheckEstimator,test19,2.424690360884648
weka.estimators.CheckEstimator,test20,2.0790184969820253
weka.estimators.CheckEstimator,test21,2.084278335689022
weka.estimators.CheckEstimator,test22,1.15374194270109
weka.estimators.CheckEstimator,test23,3.401197381662154
weka.estimators.CheckEstimator,test24,2.914775127897765
weka.estimators.CheckEstimator,test25,1.9886747376342768
weka.estimators.CheckEstimator,test26,1.666332585328325
weka.estimators.CheckEstimator,test27,1.8864851602714514
weka.estimators.CheckEstimator,test28,2.10519668504839
weka.estimators.CheckEstimator,test29,1.6768898735148872
weka.estimators.CheckEstimator,test30,2.3711408831523784
weka.estimators.CheckEstimator,test31,0.9002560512685369
weka.estimators.CheckEstimator,test32,1.15374194270109
weka.estimators.CheckEstimator,test33,1.4750763110546947
weka.estimators.CheckEstimator,test34,1.945910149055313
weka.estimators.CheckEstimator,test35,2.2187798454504213
weka.estimators.CheckEstimator,test36,-0.0
weka.estimators.CheckEstimator,test37,2.5074547001670706
weka.estimators.CheckEstimator,test38,2.270283886969418
weka.estimators.CheckEstimator,test39,2.289681972496156
weka.estimators.CheckEstimator,test40,2.582306344313967
weka.estimators.CheckEstimator,test41,2.4496924351204084
weka.estimators.CheckEstimator,test42,2.3025850929940455
weka.estimators.CheckEstimator,test43,2.506454537863645
weka.estimators.CheckEstimator,test44,1.556183821230542
weka.estimators.CheckEstimator,test45,2.273255988698174
weka.estimators.CheckEstimator,test46,2.662247729572388
weka.estimators.CheckEstimator,test47,0.6931471805599453
weka.estimators.CheckEstimator,test48,2.4940727799942466
weka.estimators.CheckEstimator,test49,0.6365141682948128
weka.estimators.CheckEstimator,test50,0.7963116401738131
weka.estimators.CheckEstimator,test51,2.4179727690607136
weka.estimators.CheckEstimator,test52,1.6387969305833854
weka.estimators.CheckEstimator,test53,2.330732276322296
weka.estimators.CheckEstimator,test54,0.410116318288409
weka.estimators.CheckEstimator,test55,-0.0
weka.estimators.CheckEstimator,test56,0.6931471805599453
weka.estimators.CheckEstimator,test57,1.8746228488493983
weka.estimators.CheckEstimator,test58,1.9061547465398496
weka.estimators.CheckEstimator,test59,0.7549967581308246
weka.estimators.CheckEstimator,test60,2.2573775069377553
weka.estimators.CheckEstimator,test61,0.9433483923290392
weka.estimators.CheckEstimator,test62,0.6615632381579821
weka.estimators.CheckEstimator,test63,2.9498689656300794
weka.estimators.CheckEstimator,test64,2.1216233382942833
weka.estimators.CheckEstimator,test65,2.8360406249414276
weka.estimators.CheckEstimator,test66,2.0794415416798357
weka.estimators.CheckEstimator,test67,2.409942067362578
weka.estimators.CheckEstimator,test68,1.7917594692280547
weka.estimators.CheckEstimator,test69,2.2869898268948234
weka.estimators.CheckEstimator,test70,2.3367518711090263
weka.estimators.CheckEstimator,test71,2.5643848707077814
weka.estimators.CheckEstimator,test72,2.54737210381317
weka.estimators.CheckEstimator,test73,2.347215529191517
weka.estimators.CheckEstimator,test74,1.0986122886681096
weka.estimators.CheckEstimator,test75,2.3025850929940455
weka.estimators.CheckEstimator,test76,2.1972245773362196
weka.estimators.CheckEstimator,test77,0.34883209584303193
framework.util.ConvertUtils,test00,1.3862943611198906
framework.util.ConvertUtils,test01,0.6365141682948128
framework.util.ConvertUtils,test02,1.7917594692280547
framework.util.ConvertUtils,test03,1.6094379124341005
framework.util.ConvertUtils,test04,1.7917594692280547
framework.util.ConvertUtils,test05,1.3862943611198906
framework.util.ConvertUtils,test06,1.3862943611198906
framework.util.ConvertUtils,test07,0.6931471805599453
framework.util.ConvertUtils,test08,1.3862943611198906
framework.util.ConvertUtils,test09,2.3025850929940455
framework.util.ConvertUtils,test10,1.0986122886681096
framework.util.ConvertUtils,test11,1.3862943611198906
framework.util.ConvertUtils,test12,1.6094379124341005
framework.util.ConvertUtils,test13,1.7917594692280547
framework.util.ConvertUtils,test14,1.0986122886681096
framework.util.ConvertUtils,test15,1.7478680974667573
framework.util.ConvertUtils,test16,1.3862943611198906
framework.util.ConvertUtils,test17,0.6931471805599453
framework.util.ConvertUtils,test18,0.6931471805599453
framework.util.ConvertUtils,test19,0.167944147734173
framework.util.ConvertUtils,test20,0.6885673693022827
framework.util.ConvertUtils,test21,1.945910149055313
framework.util.ConvertUtils,test22,0.5670609309552819
framework.util.ConvertUtils,test23,-0.0
framework.util.ConvertUtils,test24,1.6094379124341005
framework.util.ConvertUtils,test25,0.6931471805599453
framework.util.ConvertUtils,test26,1.3862943611198906
framework.util.ConvertUtils,test27,1.3862943611198906
framework.util.ConvertUtils,test28,0.6365141682948128
framework.util.ConvertUtils,test29,1.3862943611198906
framework.util.ConvertUtils,test30,1.0986122886681096
framework.util.ConvertUtils,test31,1.6094379124341005
framework.util.ConvertUtils,test32,1.0986122886681096
framework.util.ConvertUtils,test33,2.0794415416798357
framework.util.ConvertUtils,test34,1.0986122886681096
framework.util.ConvertUtils,test35,0.49875846591288275
framework.util.ConvertUtils,test36,0.5004024235381879
framework.util.ConvertUtils,test37,2.1639556568820564
framework.util.ConvertUtils,test38,1.6094379124341005
framework.util.ConvertUtils,test39,0.9998704205025659
framework.util.ConvertUtils,test40,0.7990591844756406
framework.util.ConvertUtils,test41,0.6336632569776564
framework.util.ConvertUtils,test42,1.3862943611198906
framework.util.ConvertUtils,test43,1.0986122886681096
framework.util.ConvertUtils,test44,0.22371807606583377
framework.util.ConvertUtils,test45,0.6096274235960984
framework.util.ConvertUtils,test46,0.6248603116943127
framework.util.ConvertUtils,test47,0.6598720137848266
framework.util.ConvertUtils,test48,2.1972245773362196
framework.util.ConvertUtils,test49,1.7478680974667573
framework.util.ConvertUtils,test50,0.5140966973399506
framework.util.ConvertUtils,test51,0.8125445053464692
framework.util.ConvertUtils,test52,1.3321790402101223
framework.util.ConvertUtils,test53,0.9035282968222416
framework.util.ConvertUtils,test54,0.1732052067491771
framework.util.ConvertUtils,test55,1.7917594692280547
framework.util.ConvertUtils,test56,0.8855741515766717
framework.util.ConvertUtils,test57,1.1455482658143872
framework.util.ConvertUtils,test58,0.9404479886553263
framework.util.ConvertUtils,test59,1.9730014063936125
framework.util.ConvertUtils,test60,0.5004024235381879
framework.util.ConvertUtils,test61,1.242453324894
framework.util.ConvertUtils,test62,0.9736489231972635
framework.util.ConvertUtils,test63,1.3826113513980616
framework.util.ConvertUtils,test64,0.7937300551584247
framework.util.ConvertUtils,test65,0.8369882167858358
framework.util.ConvertUtils,test66,0.2868359830561607
framework.util.ConvertUtils,test67,1.0027182645175161
framework.util.ConvertUtils,test68,0.7937300551584247
framework.util.ConvertUtils,test69,1.2963611597910563
framework.util.ConvertUtils,test70,1.0027182645175161
framework.util.ConvertUtils,test71,1.0027182645175161
framework.util.ConvertUtils,test72,0.8855741515766717
framework.util.ConvertUtils,test73,0.2868359830561607
framework.util.ConvertUtils,test74,0.639031859650177
framework.util.ConvertUtils,test75,0.8855741515766717
framework.util.ConvertUtils,test76,1.15374194270109
framework.util.ConvertUtils,test77,1.15374194270109
framework.util.ConvertUtils,test78,-0.0
framework.util.ConvertUtils,test79,-0.0
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test00,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test01,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test02,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test03,1.3862943611198906
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test04,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test05,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test06,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test07,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test08,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test09,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test10,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test11,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test12,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test13,1.3862943611198906
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test14,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test15,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test16,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test17,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test18,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test19,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test20,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test21,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test22,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test23,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test24,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test25,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test26,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test27,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test28,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test29,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test30,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test31,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test32,0.6365141682948128
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test33,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test34,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test35,1.0397207708399179
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test36,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test37,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test38,1.0986122886681096
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test39,0.6931471805599453
